timestamp_epoch,power_w,gpu_util,mem_copy_util
1776572833.794234,35.145000,0,0
1776572834.879827,35.145000,0,0
1776572835.961776,35.145000,0,0
1776572837.046447,35.145000,0,0
1776572838.127254,35.145000,0,0
1776572839.209345,35.145000,0,0
1776572840.294856,35.145000,0,0
1776572841.377048,35.145000,0,0
1776572842.461064,35.105000,0,0
1776572843.542439,35.105000,0,0
1776572844.627319,35.105000,0,0
1776572845.714096,35.105000,0,0
1776572846.799448,35.105000,0,0
1776572847.898704,35.105000,0,0
1776572848.981142,35.105000,0,0
1776572850.081418,35.105000,0,0
1776572851.166612,35.105000,0,0
1776572852.261476,35.105000,0,0
1776572853.347298,35.105000,0,0
1776572854.442930,35.105000,0,0
1776572855.525874,35.105000,0,0
1776572856.617869,35.105000,0,0
1776572857.706483,35.105000,0,0
1776572858.788755,35.105000,0,0
1776572859.883240,35.105000,0,0
1776572860.966853,35.105000,0,0
1776572862.049622,35.105000,0,0
1776572863.134046,35.105000,0,0
1776572864.220369,35.105000,0,0
1776572865.306066,35.105000,0,0
1776572866.389781,35.105000,0,0
1776572867.475039,35.105000,0,0
1776572868.565059,35.105000,0,0
1776572869.647540,35.105000,0,0
1776572870.734372,35.105000,0,0
1776572871.817681,35.105000,0,0
1776572872.897912,35.046000,0,82
1776572873.981503,35.046000,0,82
1776572875.076875,35.046000,0,82
1776572876.162494,35.046000,0,82
1776572877.247846,35.046000,0,82
1776572878.329665,35.046000,0,82
1776572879.422603,35.046000,0,82
1776572880.510045,35.046000,0,82
1776572881.592741,35.046000,0,82
1776572882.676548,35.046000,0,82
1776572883.762434,35.046000,0,82
1776572884.846000,35.046000,0,82
1776572885.932722,35.046000,0,82
1776572887.020613,35.046000,0,82
1776572888.101640,35.046000,0,82
1776572889.188712,35.046000,0,82
1776572890.283543,35.046000,0,82
1776572891.363118,35.046000,0,82
1776572892.444541,35.046000,0,82
1776572893.526917,35.046000,0,82
1776572894.612502,35.046000,0,82
1776572895.708050,35.046000,0,82
1776572896.798910,35.046000,0,82
1776572897.884593,35.046000,0,82
1776572898.967046,35.046000,0,82
1776572900.058597,35.046000,0,82
1776572901.149521,35.046000,0,82
1776572902.228347,64.533000,98,75
1776572903.309298,64.533000,98,75
1776572904.392772,64.533000,98,75
1776572905.478959,64.533000,98,75
1776572906.562179,64.533000,98,75
1776572907.646241,64.533000,98,75
1776572908.734685,64.533000,98,75
1776572909.815052,64.533000,98,75
1776572910.897463,64.533000,98,75
1776572911.979161,64.533000,98,75
1776572913.057655,64.533000,98,75
1776572914.143244,64.533000,98,75
1776572915.226016,64.533000,98,75
1776572916.307153,64.533000,98,75
1776572917.390593,64.533000,98,75
1776572918.473856,64.533000,98,75
1776572919.554699,64.533000,98,75
1776572920.638194,64.533000,98,75
1776572921.725596,64.533000,98,75
1776572922.820109,64.533000,98,75
1776572923.905229,64.533000,98,75
1776572924.992686,64.533000,98,75
1776572926.078902,64.533000,98,75
1776572927.169721,64.533000,98,75
1776572928.253634,64.533000,98,75
1776572929.334424,64.533000,98,75
1776572930.419609,64.533000,98,75
1776572931.501834,64.533000,98,75
1776572932.582772,66.432000,98,95
1776572933.674385,66.432000,98,95
1776572934.760664,66.432000,98,95
1776572935.843306,66.432000,98,95
1776572936.925385,66.432000,98,95
1776572938.006624,66.432000,98,95
1776572939.086907,66.432000,98,95
1776572940.179084,66.432000,98,95
1776572941.261163,66.432000,98,95
1776572942.342982,66.432000,98,95
1776572943.427181,66.432000,98,95
1776572944.509116,66.432000,98,95
1776572945.591226,66.432000,98,95
1776572946.674396,66.432000,98,95
1776572947.756691,66.432000,98,95
1776572948.839493,66.432000,98,95
1776572949.923326,66.432000,98,95
1776572951.004936,66.432000,98,95
1776572952.087349,66.432000,98,95
1776572953.170305,66.432000,98,95
1776572954.252717,66.432000,98,95
1776572955.334793,66.432000,98,95
1776572956.420493,66.432000,98,95
1776572957.503319,66.432000,98,95
1776572958.585121,66.432000,98,95
1776572959.665731,66.432000,98,95
1776572960.749182,66.432000,98,95
1776572961.830379,66.432000,98,95
1776572962.915640,68.976000,97,100
1776572964.000826,68.976000,97,100
1776572965.104725,68.976000,97,100
1776572966.186926,68.976000,97,100
1776572967.270903,68.976000,97,100
1776572968.350887,68.976000,97,100
1776572969.434651,68.976000,97,100
1776572970.537069,68.976000,97,100
1776572971.620430,68.976000,97,100
1776572972.700739,68.976000,97,100
1776572973.782396,68.976000,97,100
1776572974.866477,68.976000,97,100
1776572975.949465,68.976000,97,100
1776572977.031961,68.976000,97,100
1776572978.120805,68.976000,97,100
1776572979.203416,68.976000,97,100
1776572980.287880,68.976000,97,100
1776572981.375197,68.976000,97,100
1776572982.458086,68.976000,97,100
1776572983.538918,68.976000,97,100
1776572984.621363,68.976000,97,100
1776572985.703448,68.976000,97,100
1776572986.784452,68.976000,97,100
1776572987.866232,68.976000,97,100
1776572988.948577,68.976000,97,100
1776572990.036724,68.976000,97,100
1776572991.117818,68.976000,97,100
1776572992.205832,69.771000,97,100
1776572993.287181,69.771000,97,100
1776572994.368229,69.771000,97,100
1776572995.454026,69.771000,97,100
1776572996.536504,69.771000,97,100
1776572997.616979,69.771000,97,100
1776572998.698243,69.771000,97,100
1776572999.780024,69.771000,97,100
1776573000.880268,69.771000,97,100
1776573001.965675,69.771000,97,100
1776573003.058787,69.771000,97,100
1776573004.144880,69.771000,97,100
1776573005.227054,69.771000,97,100
1776573006.313792,69.771000,97,100
1776573007.396303,69.771000,97,100
1776573008.478604,69.771000,97,100
1776573009.560442,69.771000,97,100
1776573010.641913,69.771000,97,100
1776573011.724934,69.771000,97,100
1776573012.808255,69.771000,97,100
1776573013.889767,69.771000,97,100
1776573014.969906,69.771000,97,100
1776573016.054896,69.771000,97,100
1776573017.137240,69.771000,97,100
1776573018.218755,69.771000,97,100
1776573019.307878,69.771000,97,100
1776573020.392302,69.771000,97,100
1776573021.473609,69.771000,97,100
1776573022.553803,68.445000,97,100
1776573023.640508,68.445000,97,100
1776573024.721696,68.445000,97,100
1776573025.807146,68.445000,97,100
1776573026.891177,68.445000,97,100
1776573027.975747,68.445000,97,100
1776573029.058070,68.445000,97,100
1776573030.207813,68.445000,97,100
1776573031.291489,68.445000,97,100
1776573032.371939,68.445000,97,100
1776573033.454134,68.445000,97,100
1776573034.535957,68.445000,97,100
1776573035.616926,68.445000,97,100
1776573036.701833,68.445000,97,100
1776573037.783394,68.445000,97,100
1776573038.865167,68.445000,97,100
1776573039.950432,68.445000,97,100
1776573041.035643,68.445000,97,100
1776573042.119553,68.445000,97,100
1776573043.205530,68.445000,97,100
1776573044.284957,68.445000,97,100
1776573045.368907,68.445000,97,100
1776573046.451844,68.445000,97,100
1776573047.534477,68.445000,97,100
1776573048.615536,68.445000,97,100
1776573049.695895,68.445000,97,100
1776573050.778208,68.445000,97,100
1776573051.861204,68.445000,97,100
1776573052.942325,67.719000,97,100
1776573054.026780,67.719000,97,100
1776573055.111858,67.719000,97,100
1776573056.193011,67.719000,97,100
1776573057.323680,67.719000,97,100
1776573058.477764,67.719000,97,100
1776573059.588958,67.719000,97,100
1776573060.711787,67.719000,97,100
1776573061.797790,67.719000,97,100
1776573062.879652,67.719000,97,100
1776573063.966393,67.719000,97,100
1776573065.051606,67.719000,97,100
1776573066.137180,67.719000,97,100
1776573067.221807,67.719000,97,100
1776573068.302986,67.719000,97,100
1776573069.395139,67.719000,97,100
1776573070.480038,67.719000,97,100
1776573071.562591,67.719000,97,100
1776573072.648752,67.719000,97,100
1776573073.731842,67.719000,97,100
1776573074.814648,67.719000,97,100
1776573075.900245,67.719000,97,100
1776573076.983343,67.719000,97,100
1776573078.062563,67.719000,97,100
1776573079.146034,67.719000,97,100
1776573080.236749,67.719000,97,100
1776573081.323249,67.719000,97,100
1776573082.404813,69.423000,97,95
1776573083.491225,69.423000,97,95
1776573084.576496,69.423000,97,95
1776573085.659339,69.423000,97,95
1776573086.742207,69.423000,97,95
1776573087.826365,69.423000,97,95
1776573088.907212,69.423000,97,95
1776573089.991332,69.423000,97,95
1776573091.074881,69.423000,97,95
1776573092.156605,69.423000,97,95
1776573093.242283,69.423000,97,95
1776573094.326264,69.423000,97,95
1776573095.410416,69.423000,97,95
1776573096.497276,69.423000,97,95
